ID,y
1,80.70198098989559
2,100.35831523877411
3,81.83156138959126
4,79.7989445975395
5,117.81312307461289
8,94.02456573540317
10,113.39229774748344
11,96.00245520037646
12,117.57841836791079
14,97.23780468164392
15,117.41526447010182
16,104.92630207289866
17,96.61975434882572
19,95.55593593335712
20,105.83377582701738
21,98.5419981239713
22,117.66685400740789
23,96.74714016982526
26,95.77414254533122
28,94.88647913678574
29,96.74680201088077
33,96.88588931572511
35,94.90154291840449
41,96.84338407009105
42,94.40931254543062
43,117.78571747878743
45,103.31563410486558
46,104.95380139899473
51,93.8483474280259
53,80.60112935084871
55,113.74770331365355
56,94.34209998693359
57,103.86708538604412
58,94.97728584998097
59,104.97450005720756
63,112.46855381157619
64,95.01502794810628
65,105.4401526333389
69,94.68630977259099
71,95.9299571472686
72,104.31714028448923
73,94.70872016325325
76,104.90569256252121
77,104.57825897565945
78,115.98825388511486
82,94.66565689369165
83,105.40892575416177
84,94.76055774063414
85,104.06165126323293
87,112.33246606630993
88,95.83080168667976
89,113.7514121990393
91,94.64769681600157
93,94.75583640367677
94,104.36786150985043
95,97.00456467107713
96,112.65369295731037
97,94.17197386469076
98,113.07550179857205
99,94.50661496809045
101,104.546592516825
103,113.72803252429517
104,93.98683222880683
105,112.17680509064468
110,95.05921976359485
111,112.56450819362232
113,112.96552819496384
114,93.25145582319908
115,115.69881755560647
117,113.72724348675811
120,94.05975812327901
121,112.42059852119968
122,93.16587283367863
123,113.54577364420487
126,112.67965576428185
132,112.64237818886886
135,105.36434781171121
137,104.54561650412174
138,95.50070374676645
140,94.43909012993439
142,114.382411269362
144,112.85457821894997
148,93.53386120438242
149,114.94762534882861
155,93.4984363629012
156,112.66296209828295
157,94.1685922752462
162,112.4668083772145
163,94.85720587299059
167,94.26479108996091
172,116.66335001558318
179,113.58302486312729
180,93.20464968170134
181,112.13203284175697
182,95.30225014362091
183,113.70216143368157
185,113.7020487140334
187,112.78757428378782
188,94.54408161608939
189,93.98520425678254
191,94.1151417034745
192,114.07904431638866
193,95.0075907535946
194,112.36775464637742
195,93.39153062228641
196,113.2164598102199
198,95.62467040154428
199,112.85949202510332
201,104.87592826537397
204,94.91023520485282
205,105.84218347257126
206,94.39840117915111
210,94.4274507914331
211,104.52903318912178
216,112.85657017584407
219,115.92951376330623
220,93.99955804652464
221,112.09385912509109
226,112.12949664967351
227,94.12699275694138
228,112.69203120965466
230,112.53628315678225
231,93.54671534943643
235,116.08264391674697
236,94.61072081275887
238,112.76740645680627
242,104.65735894608162
243,94.58067548729099
244,79.75541782019806
245,112.32015178070179
247,113.88211702183932
248,93.74375483856227
249,94.11406444347196
250,112.24382088998357
251,94.60987541539768
253,116.0816294399136
254,93.78881484450329
256,94.3597821705622
257,92.43979299787733
258,113.10991120857696
259,94.54772932223406
262,83.45901841219316
266,101.17032794480158
267,115.16750414497795
272,104.22576221204486
273,113.67963299482719
275,105.02315888597397
276,113.69097599238484
279,94.81602979718525
280,105.26266051530311
283,94.06871775331987
285,112.58438301762644
288,113.67878759746606
289,94.92572417247945
290,104.86742615804309
291,94.80452227497193
292,112.04267525327674
293,112.46622433256175
296,101.8366510660681
297,112.81424462952381
298,115.86487756190647
299,94.6278228499165
304,93.8126670862155
305,88.39400646221134
306,94.71001827412204
307,112.13351540917998
311,109.513070737551
313,112.11796341207116
314,93.67503237125993
316,94.49948145883232
324,95.92665956539301
327,94.81722383150947
329,93.90921218982035
330,112.35781726229806
337,104.82397112161277
338,95.1748878436824
339,105.414455358515
340,95.08458140088581
343,93.59574783661344
345,115.76486736543669
346,93.96186427506555
347,115.27781008355137
349,113.12196466451616
350,93.34782721350669
352,113.00419864540814
353,93.43163373732312
354,78.35188696887965
357,93.98854196864525
358,113.20428817994068
362,113.08765813690368
364,117.07754571907424
365,106.46872295378338
366,94.27517340388326
367,112.61148989044989
368,94.73216795617716
370,79.38499314219064
373,94.80026834227021
377,93.95374017168882
378,112.42691245184724
382,104.81963265793019
384,112.62998220996747
390,93.68901221168454
392,112.86447966428582
393,112.2285792002645
395,94.91298474842955
396,105.8735434647511
399,78.72903595839105
406,112.15122750263131
408,112.15111478298317
409,94.06102697545694
410,79.39653092350713
412,112.9760444090021
413,92.72700900072905
419,93.68090546470887
420,112.77827625334274
421,92.81124555492127
430,103.10965892351811
434,93.79787856202566
436,94.8330353841871
437,94.44534020524492
438,92.94168817190476
439,112.75136478839266
440,94.61536108616943
443,113.37333794104075
446,94.80427387794128
448,94.5984128004688
452,94.74344384397688
453,104.08876556110027
457,104.74451514513373
458,94.13332058945815
459,114.80365568402863
460,104.49606747924946
462,105.07383263278226
464,104.61642312240161
465,115.89219677389073
467,116.64242818838787
471,111.38816349156633
472,77.74460256488274
473,93.89488402530702
475,94.8278303190047
480,94.68001207270825
488,113.059334846171
490,111.9839422229951
491,104.40075000073782
492,78.90294270898667
493,94.3586695375692
497,93.01046151715539
498,112.82475185125568
499,94.72221697658327
500,106.27626628188102
501,94.34554105019458
502,113.45232469567966
506,81.28191954909323
510,112.25691183048122
511,93.44617831873606
512,93.91369091254145
516,101.18210182055873
518,93.4266108517175
519,115.32545669128763
521,93.52507597769949
522,112.63392785932501
526,112.34278262763834
529,94.89323216519509
532,112.25732025824678
533,94.83827617454077
536,113.59200138838665
537,100.53847956031169
539,94.5921320943182
540,104.43447888506944
541,94.81377932574074
543,93.96352982848111
546,112.95827399758775
547,94.44411564197958
548,79.61064740388107
551,94.40727249421872
552,104.12582120248638
556,105.1873917412868
557,95.1087950093137
558,112.61461829149275
559,94.84422483790718
560,105.701157033237
562,105.63855292449946
566,94.70029111994961
570,112.82069394392218
571,94.43778798881868
572,105.26263443207554
573,94.6182240991742
575,116.10711993494155
576,112.36975293407093
577,93.10694270149887
579,93.0523559827929
580,112.17948605838419
581,112.58079569327148
589,111.97836260041154
591,103.01143875919152
593,94.72322774396733
594,104.08721915780811
595,94.54036406075636
598,94.01533209842341
602,112.41731965534106
604,112.8998523909743
606,113.46963589609442
608,94.24657416846696
609,104.53801248252088
610,93.837328322249
616,113.22148273236002
617,94.24410887740396
618,104.15362418332126
620,104.85820043755564
622,113.19354021959285
623,93.35600454399199
624,117.20109155240348
626,112.16835700093691
628,112.3809150184016
629,93.93639219277259
630,112.42231647858006
637,95.65464451385128
638,104.91605064727068
643,94.88292780715858
645,94.67795299714581
646,115.10341975154643
648,95.29066261815908
652,94.62735152126083
653,94.4188455593966
654,112.81595971869979
656,113.13121594271084
657,94.31194927980542
659,94.84462990055093
660,104.97337532102367
663,93.61010592399654
664,112.75629795434213
666,104.01734949875473
668,112.19931120383168
669,94.39995647051208
671,95.1301782481359
675,93.52678399643102
677,94.46419966139939
678,112.27999784037104
679,105.55098643582798
682,94.77421700073921
685,104.48445514214492
687,94.83928607870013
688,94.02911060693017
693,112.34485446986531
696,95.09446515105029
698,94.4616255047282
701,95.24485420156762
704,104.57198742697508
705,115.91505553984192
709,113.21876079279878
710,94.06485411146281
711,104.8038878735421
712,94.68146128720997
714,111.99369922556977
715,94.07231581693426
716,111.99409423073283
717,93.97271727732573
720,115.84559362217999
721,94.09500753461745
724,106.76674857182903
725,94.82501912800919
726,113.89756359386567
728,112.7089098106033
731,93.99719510337493
734,104.89509461678364
738,94.07919943881714
745,112.23021123205802
746,94.00334294338663
751,79.97246997157632
754,94.03380545790552
756,93.85231208346227
758,94.35699977199596
759,114.09874885175114
761,116.60249003599418
766,94.62336031999473
767,112.70581131897234
